NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
EOSINOPHIL ACTIVATION%GOBP%GO:0043307	4		Rejected!	
NEGATIVE REGULATION OF ZINC ION TRANSPORT%GOBP%GO:0071582	1		Rejected!	
POSITIVE REGULATION OF MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0048026	18		Rejected!	
UDP-N-ACETYLGLUCOSAMINE BIOSYNTHETIC PROCESS%GOBP%GO:0006048	11		Rejected!	
REGULATION OF NERVE GROWTH FACTOR PRODUCTION%GOBP%GO:0032903	1		Rejected!	
REGULATION OF CYTOKINE ACTIVITY%GOBP%GO:0060300	4		Rejected!	
CARBOXYLIC ACID TRANSPORT%GOBP%GO:0046942	227	135		
CELL-CELL SIGNALING%GOBP%GO:0007267	832		Rejected!	
TELOMERASE HOLOENZYME COMPLEX ASSEMBLY%GOBP%GO:1905323	4		Rejected!	
NEURAL FOLD ELEVATION FORMATION%GOBP%GO:0021502	2		Rejected!	
HEMATOPOIETIC STEM CELL MIGRATION TO BONE MARROW%GOBP%GO:0097241	4		Rejected!	
NEGATIVE REGULATION OF DOPAMINE METABOLIC PROCESS%GOBP%GO:0045963	2		Rejected!	
REGULATION OF IRON ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0034759	4		Rejected!	
GLUCOSAMINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:1901071	23		Rejected!	
POSITIVE REGULATION OF LUNG GOBLET CELL DIFFERENTIATION%GOBP%GO:1901251	1		Rejected!	
STARCH CATABOLIC PROCESS%GOBP%GO:0005983	1		Rejected!	
RNA METHYLATION%GOBP%GO:0001510	72	64		
REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0060828	254	193		
PHYTOSTEROID METABOLIC PROCESS%GOBP%GO:0016128	1		Rejected!	
REGULATION OF SERINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:1900003	6		Rejected!	
CELLULAR LACTAM METABOLIC PROCESS%GOBP%GO:0072338	2		Rejected!	
STABILIZATION OF MEMBRANE POTENTIAL%GOBP%GO:0030322	17		Rejected!	
POSITIVE REGULATION OF CELL GROWTH INVOLVED IN CARDIAC MUSCLE CELL DEVELOPMENT%GOBP%GO:0061051	3		Rejected!	
POSITIVE REGULATION OF CENTRIOLE ELONGATION%GOBP%GO:1903724	4		Rejected!	
REGULATION OF PROTEIN BINDING%GOBP%GO:0043393	152	113		
DNA-DEPENDENT DNA REPLICATION%GOBP%GO:0006261	188	162		
VESICLE-MEDIATED CHOLESTEROL TRANSPORT%GOBP%GO:0090119	4		Rejected!	
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CHROMATIN%GOBP%GO:0120187	1		Rejected!	
GLOMERULAR VISCERAL EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0072112	13		Rejected!	
REGULATION OF LYMPHOTOXIN A PRODUCTION%GOBP%GO:0032681	3		Rejected!	
REGULATION OF SUPEROXIDE ANION GENERATION%GOBP%GO:0032928	15		Rejected!	
HYDROXYLYSINE METABOLIC PROCESS%GOBP%GO:0046946	1		Rejected!	
GROWTH%GOBP%GO:0040007	124	79		
POSITIVE REGULATION OF ADENOSINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0060168	2		Rejected!	
CARDIAC MUSCLE CELL CONTRACTION%GOBP%GO:0086003	39	15		
REGULATION OF TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY%GOBP%GO:0034143	21	16		
POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045621	77	46		
NEGATIVE REGULATION OF GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY%GOBP%GO:1905098	4		Rejected!	
ORGAN INDUCTION%GOBP%GO:0001759	3		Rejected!	
REGULATION OF APOPTOTIC PROCESS INVOLVED IN OUTFLOW TRACT MORPHOGENESIS%GOBP%GO:1902256	1		Rejected!	
POSITIVE REGULATION OF CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION%GOBP%GO:0010770	102	73		
SUGAR MEDIATED SIGNALING PATHWAY%GOBP%GO:0010182	3		Rejected!	
HEXOSE MEDIATED SIGNALING%GOBP%GO:0009757	3		Rejected!	
POSITIVE REGULATION OF MHC CLASS II BIOSYNTHETIC PROCESS%GOBP%GO:0045348	8		Rejected!	
GAS TRANSPORT%GOBP%GO:0015669	12		Rejected!	
REGULATION OF CHROMATIN ASSEMBLY OR DISASSEMBLY%GOBP%GO:0001672	9		Rejected!	
PIGMENTATION%GOBP%GO:0043473	67	53		
BASE-EXCISION REPAIR, DNA LIGATION%GOBP%GO:0006288	3		Rejected!	
INDOLEACETIC ACID METABOLIC PROCESS%GOBP%GO:0009683	1		Rejected!	
REGULATION OF GOLGI LUMEN ACIDIFICATION%GOBP%GO:1905526	1		Rejected!	
CATION HOMEOSTASIS%GOBP%GO:0055080	561		Rejected!	
RESOLUTION OF RECOMBINATION INTERMEDIATES%GOBP%GO:0071139	2		Rejected!	
REGULATION OF STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0016202	70	40		
KIDNEY FIELD SPECIFICATION%GOBP%GO:0072004	2		Rejected!	
FUCOSYLATION%GOBP%GO:0036065	16		Rejected!	
NEGATIVE REGULATION OF MRNA PROCESSING%GOBP%GO:0050686	23	22		
REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS%GOBP%GO:0048259	89	60		
VIRAL REPLICATION COMPLEX FORMATION AND MAINTENANCE%GOBP%GO:0046786	1		Rejected!	
REGULATION OF DENDRITE EXTENSION%GOBP%GO:1903859	19		Rejected!	
POSITIVE REGULATION OF KIDNEY DEVELOPMENT%GOBP%GO:0090184	29	15		
CLEAVAGE FURROW FORMATION%GOBP%GO:0036089	7		Rejected!	
NEGATIVE REGULATION OF ACTIN FILAMENT SEVERING%GOBP%GO:1903919	1		Rejected!	
PHOTOTRANSDUCTION, UV%GOBP%GO:0007604	1		Rejected!	
MYELOID CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002275	506		Rejected!	
NEGATIVE REGULATION OF INTRACELLULAR CALCIUM ACTIVATED CHLORIDE CHANNEL ACTIVITY%GOBP%GO:1902939	1		Rejected!	
PROTEIN AUTOSUMOYLATION%GOBP%GO:1990466	1		Rejected!	
REGULATION OF ESTABLISHMENT OF PLANAR POLARITY%GOBP%GO:0090175	97	82		
CARBOHYDRATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0034219	32	18		
RENAL SYSTEM VASCULATURE MORPHOGENESIS%GOBP%GO:0061438	5		Rejected!	
REGULATION OF HOMOCYSTEINE METABOLIC PROCESS%GOBP%GO:0050666	1		Rejected!	
ATRIAL CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0086014	13		Rejected!	
MESONEPHRIC DUCT DEVELOPMENT%GOBP%GO:0072177	5		Rejected!	
POSITIVE REGULATION OF ACROSOME REACTION%GOBP%GO:2000344	12		Rejected!	
NEGATIVE REGULATION OF INFLAMMATORY RESPONSE TO WOUNDING%GOBP%GO:0106015	3		Rejected!	
PICOLINIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:1905004	1		Rejected!	
RESPONSE TO MITOTIC CELL CYCLE CHECKPOINT SIGNALING%GOBP%GO:0072414	1		Rejected!	
POSITIVE REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032728	35	30		
INTRACELLULAR MRNA LOCALIZATION%GOBP%GO:0008298	8		Rejected!	
POSITIVE REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043378	5		Rejected!	
SPHINGOLIPID TRANSLOCATION%GOBP%GO:0099039	4		Rejected!	
NEGATIVE REGULATION OF TOLL SIGNALING PATHWAY%GOBP%GO:0045751	1		Rejected!	
TRAM-DEPENDENT TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY%GOBP%GO:0035669	3		Rejected!	
TRYPTOPHAN METABOLIC PROCESS%GOBP%GO:0006568	12		Rejected!	
BRASSINOSTEROID BIOSYNTHETIC PROCESS%GOBP%GO:0016132	1		Rejected!	
PROTEIN O-LINKED GLYCOSYLATION%GOBP%GO:0006493	102	71		
POLYSACCHARIDE CATABOLIC PROCESS%GOBP%GO:0000272	17		Rejected!	
NEPHRON EPITHELIUM MORPHOGENESIS%GOBP%GO:0072088	32		Rejected!	
MOVEMENT IN ENVIRONMENT OF OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0052192	7		Rejected!	
PEPTIDYL-LYSINE BUTYRYLATION%GOBP%GO:0140067	1		Rejected!	
NEGATIVE REGULATION OF FIBRINOLYSIS%GOBP%GO:0051918	9		Rejected!	
L-ASPARAGINE METABOLIC PROCESS%GOBP%GO:0070982	1		Rejected!	
POSITIVE REGULATION OF TYPE B PANCREATIC CELL DEVELOPMENT%GOBP%GO:2000078	3		Rejected!	
HEXOSE PHOSPHATE TRANSPORT%GOBP%GO:0015712	5		Rejected!	
POSITIVE REGULATION OF RECEPTOR BINDING%GOBP%GO:1900122	6		Rejected!	
HISTONE H2B ACETYLATION%GOBP%GO:0043969	3		Rejected!	
POSITIVE REGULATION OF ENDOTHELIAL CELL CHEMOTAXIS BY VEGF-ACTIVATED VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0038033	5		Rejected!	
COLD ACCLIMATION%GOBP%GO:0009631	2		Rejected!	
NEGATIVE REGULATION OF HYDROGEN PEROXIDE-INDUCED NEURON DEATH%GOBP%GO:1903208	5		Rejected!	
CEREBRAL CORTEX GABAERGIC INTERNEURON MIGRATION%GOBP%GO:0021853	3		Rejected!	
REGULATION OF GAMMA-DELTA T CELL DIFFERENTIATION%GOBP%GO:0045586	4		Rejected!	
POSITIVE REGULATION OF RNA BINDING%GOBP%GO:1905216	8		Rejected!	
REGULATION OF PLATELET AGGREGATION%GOBP%GO:0090330	18		Rejected!	
PROTEIN PALMITOYLATION%GOBP%GO:0018345	31	23		
POSITIVE REGULATION OF TELOMERASE ACTIVITY%GOBP%GO:0051973	36	33		
POSITIVE REGULATION OF JNK CASCADE%GOBP%GO:0046330	113	82		
POSITIVE REGULATION OF PROTEIN HOMOOLIGOMERIZATION%GOBP%GO:0032464	1		Rejected!	
ENDOTHELIAL TUBE LUMEN EXTENSION%GOBP%GO:0097498	2		Rejected!	
KERATAN SULFATE BIOSYNTHETIC PROCESS%GOBP%GO:0018146	28	19		
POSITIVE REGULATION OF HYPERSENSITIVITY%GOBP%GO:0002885	3		Rejected!	
ACTIVATION-INDUCED CELL DEATH OF T CELLS%GOBP%GO:0006924	2		Rejected!	
TRNA N2-GUANINE METHYLATION%GOBP%GO:0002940	2		Rejected!	
REGULATION OF CGMP-MEDIATED SIGNALING%GOBP%GO:0010752	7		Rejected!	
NEGATIVE REGULATION OF TELOMERIC D-LOOP DISASSEMBLY%GOBP%GO:1905839	2		Rejected!	
REGULATION OF WHITE FAT CELL PROLIFERATION%GOBP%GO:0070350	1		Rejected!	
LEUCINE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098713	3		Rejected!	
TRANSCRIPTION-DEPENDENT TETHERING OF RNA POLYMERASE II GENE DNA AT NUCLEAR PERIPHERY%GOBP%GO:0000972	6		Rejected!	
PROGESTERONE BIOSYNTHETIC PROCESS%GOBP%GO:0006701	2		Rejected!	
POLYNUCLEOTIDE 5' DEPHOSPHORYLATION%GOBP%GO:0098507	1		Rejected!	
B CELL LINEAGE COMMITMENT%GOBP%GO:0002326	2		Rejected!	
SMAD PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0007183	7		Rejected!	
HYPOTONIC SALINITY RESPONSE%GOBP%GO:0042539	1		Rejected!	
CELLULAR RESPONSE TO CHEMOKINE%GOBP%GO:1990869	64	24		
POST-EMBRYONIC CAMERA-TYPE EYE DEVELOPMENT%GOBP%GO:0031077	1		Rejected!	
REGULATION OF DNA METABOLIC PROCESS%GOBP%GO:0051052	387		Rejected!	
RESPONSE TO MANGANESE ION%GOBP%GO:0010042	6		Rejected!	
REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:1903076	87	71		
HOMOCYSTEINE METABOLIC PROCESS%GOBP%GO:0050667	12		Rejected!	
CENTRIOLE-CENTRIOLE COHESION%GOBP%GO:0010457	12		Rejected!	
TRANSITION METAL ION TRANSPORT%GOBP%GO:0000041	92	68		
ADULT LOCOMOTORY BEHAVIOR%GOBP%GO:0008344	13		Rejected!	
ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GOBP%GO:0030968	94	82		
SEMAPHORIN-PLEXIN SIGNALING PATHWAY INVOLVED IN NEURON PROJECTION GUIDANCE%GOBP%GO:1902285	13		Rejected!	
CHROMOSOME LOCALIZATION%GOBP%GO:0050000	68	52		
POSITIVE REGULATION OF UBIQUITIN PROTEIN LIGASE ACTIVITY%GOBP%GO:1904668	12		Rejected!	
MAINTENANCE OF EPITHELIAL CELL APICAL/BASAL POLARITY%GOBP%GO:0045199	9		Rejected!	
REGULATION OF TRAIL-ACTIVATED APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1903121	4		Rejected!	
NEGATIVE REGULATION OF LIPOPROTEIN OXIDATION%GOBP%GO:0034443	1		Rejected!	
NEGATIVE REGULATION OF KIT SIGNALING PATHWAY%GOBP%GO:1900235	1		Rejected!	
CARDIOLIPIN ACYL-CHAIN REMODELING%GOBP%GO:0035965	8		Rejected!	
ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0034220	625		Rejected!	
RESPONSE TO HYPEROXIA%GOBP%GO:0055093	5		Rejected!	
POSITIVE REGULATION OF ANTIMICROBIAL PEPTIDE PRODUCTION%GOBP%GO:0002225	4		Rejected!	
REGULATION OF HYDROGEN PEROXIDE-MEDIATED PROGRAMMED CELL DEATH%GOBP%GO:1901298	6		Rejected!	
PIGMENT METABOLIC PROCESS%GOBP%GO:0042440	60	37		
ORGANELLE DISASSEMBLY%GOBP%GO:1903008	71	64		
MIDBRAIN-HINDBRAIN BOUNDARY DEVELOPMENT%GOBP%GO:0030917	2		Rejected!	
REGULATION OF GERM CELL PROLIFERATION%GOBP%GO:1905936	2		Rejected!	
TRANS-SYNAPTIC SIGNALING BY ENDOCANNABINOID%GOBP%GO:0099542	3		Rejected!	
SPLICEOSOMAL COMPLEX DISASSEMBLY%GOBP%GO:0000390	2		Rejected!	
REGULATION OF VIRAL TRANSCRIPTION%GOBP%GO:0046782	65	60		
MICROVILLUS ORGANIZATION%GOBP%GO:0032528	14		Rejected!	
BONE REGENERATION%GOBP%GO:1990523	2		Rejected!	
SCHWANN CELL DIFFERENTIATION%GOBP%GO:0014037	15		Rejected!	
OUTER MEDULLARY COLLECTING DUCT DEVELOPMENT%GOBP%GO:0072060	1		Rejected!	
VASCULOGENESIS INVOLVED IN CORONARY VASCULAR MORPHOGENESIS%GOBP%GO:0060979	4		Rejected!	
MEMBRANE REPOLARIZATION DURING CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0086013	15		Rejected!	
PROTEIN SULFATION%GOBP%GO:0006477	6		Rejected!	
TOLERANCE INDUCTION DEPENDENT UPON IMMUNE RESPONSE%GOBP%GO:0002461	2		Rejected!	
POSITIVE REGULATION OF TRANSCRIPTION VIA SERUM RESPONSE ELEMENT BINDING%GOBP%GO:0010735	3		Rejected!	
POSITIVE REGULATION OF VOLTAGE-GATED POTASSIUM CHANNEL ACTIVITY%GOBP%GO:1903818	11		Rejected!	
ESTABLISHMENT OF T CELL POLARITY%GOBP%GO:0001768	5		Rejected!	
GLUCAN CATABOLIC PROCESS%GOBP%GO:0009251	16		Rejected!	
VESICLE TARGETING, TRANS-GOLGI TO PERICILIARY MEMBRANE COMPARTMENT%GOBP%GO:0097712	1		Rejected!	
NEGATIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0032088	79	57		
ENDOPLASMIC RETICULUM MEMBRANE FUSION%GOBP%GO:0016320	2		Rejected!	
MITOTIC CELL CYCLE CHECKPOINT%GOBP%GO:0007093	131	107		
MAINTENANCE OF PROTEIN LOCATION IN MAST CELL SECRETORY GRANULE%GOBP%GO:0033370	1		Rejected!	
POSITIVE REGULATION OF HEART RATE%GOBP%GO:0010460	17		Rejected!	
PROTEIN LOCALIZATION TO PERICENTRIOLAR MATERIAL%GOBP%GO:1905793	2		Rejected!	
POSITIVE REGULATION OF DNA-DEPENDENT DNA REPLICATION%GOBP%GO:2000105	10		Rejected!	
COFACTOR CATABOLIC PROCESS%GOBP%GO:0051187	62	33		
PROTEIN LOCALIZATION TO CELL LEADING EDGE%GOBP%GO:1902463	2		Rejected!	
AORTA DEVELOPMENT%GOBP%GO:0035904	26	18		
CORTICOSPINAL NEURON AXON GUIDANCE THROUGH SPINAL CORD%GOBP%GO:0021972	1		Rejected!	
CERAMIDE TRANSPORT%GOBP%GO:0035627	15		Rejected!	
LIPOPOLYSACCHARIDE METABOLIC PROCESS%GOBP%GO:0008653	1		Rejected!	
CELLULAR RESPONSE TO CORTISOL STIMULUS%GOBP%GO:0071387	1		Rejected!	
REGULATION OF CRISTAE FORMATION%GOBP%GO:1903850	4		Rejected!	
DETECTION OF CHEMICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF TASTE%GOBP%GO:0050912	44		Rejected!	
REGULATION OF GLUCOKINASE ACTIVITY%GOBP%GO:0033131	6		Rejected!	
PURINE NUCLEOSIDE DIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009136	2		Rejected!	
REGULATION OF ADENYLATE CYCLASE ACTIVITY INVOLVED IN G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0010578	1		Rejected!	
D-RIBOSE METABOLIC PROCESS%GOBP%GO:0006014	2		Rejected!	
NEGATIVE REGULATION OF UBIQUITIN-SPECIFIC PROTEASE ACTIVITY%GOBP%GO:2000157	2		Rejected!	
TRANSFORMING GROWTH FACTOR BETA RECEPTOR COMPLEX ASSEMBLY%GOBP%GO:0007181	2		Rejected!	
DNA INTEGRATION%GOBP%GO:0015074	3		Rejected!	
NUCLEOTIDE-SUGAR METABOLIC PROCESS%GOBP%GO:0009225	29	23		
PERIPHERAL NERVOUS SYSTEM MYELIN MAINTENANCE%GOBP%GO:0032287	2		Rejected!	
COAGULATION%GOBP%GO:0050817	259	158		
ANTERIOR COMPARTMENT PATTERN FORMATION%GOBP%GO:0007387	1		Rejected!	
NEGATIVE REGULATION OF SKELETAL MUSCLE TISSUE REGENERATION%GOBP%GO:0043417	1		Rejected!	
NEGATIVE REGULATION OF VASCULAR ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:1905563	5		Rejected!	
METANEPHRIC CORTICAL COLLECTING DUCT DEVELOPMENT%GOBP%GO:0072219	1		Rejected!	
NEGATIVE REGULATION OF HISTONE H3-K14 ACETYLATION%GOBP%GO:0071441	1		Rejected!	
ZYGOTIC SPECIFICATION OF DORSAL/VENTRAL AXIS%GOBP%GO:0007352	3		Rejected!	
SPERMIDINE BIOSYNTHETIC PROCESS%GOBP%GO:0008295	2		Rejected!	
ZINC ION HOMEOSTASIS%GOBP%GO:0055069	34	18		
EPITHELIAL CELL PROLIFERATION INVOLVED IN LUNG MORPHOGENESIS%GOBP%GO:0060502	1		Rejected!	
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER BY GLUCOSE%GOBP%GO:0000430	3		Rejected!	
HISTONE H3-K27 DEMETHYLATION%GOBP%GO:0071557	5		Rejected!	
RENAL PHOSPHATE ION ABSORPTION%GOBP%GO:0097291	1		Rejected!	
NEGATIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010972	90	75		
REGULATION OF NATURAL KILLER CELL DIFFERENTIATION%GOBP%GO:0032823	5		Rejected!	
EXTRAOCULAR SKELETAL MUSCLE DEVELOPMENT%GOBP%GO:0002074	1		Rejected!	
MITOCHONDRIAL FISSION%GOBP%GO:0000266	18	15		
INSULIN PROCESSING%GOBP%GO:0030070	1		Rejected!	
REGULATION OF PROTEIN KINASE D SIGNALING%GOBP%GO:1903570	1		Rejected!	
GLYCOLIPID METABOLIC PROCESS%GOBP%GO:0006664	102	82		
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001236	116	91		
PURINE NUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS%GOBP%GO:0034032	122	83		
MODULATION BY HOST OF VIRAL RELEASE FROM HOST CELL%GOBP%GO:0044789	4		Rejected!	
PROTEIN DEACETYLATION%GOBP%GO:0006476	53	48		
SECRETION OF LYSOSOMAL ENZYMES%GOBP%GO:0033299	1		Rejected!	
POSITIVE REGULATION OF SYNAPTIC VESICLE TRANSPORT%GOBP%GO:1902805	5		Rejected!	
REGULATION OF VESICLE-MEDIATED TRANSPORT%GOBP%GO:0060627	418		Rejected!	
POSITIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904427	53	27		
CELLULAR DIVALENT INORGANIC ANION HOMEOSTASIS%GOBP%GO:0072501	6		Rejected!	
POSITIVE REGULATION OF CARDIAC MUSCLE HYPERTROPHY IN RESPONSE TO STRESS%GOBP%GO:1903244	1		Rejected!	
POSITIVE REGULATION OF EXCITATORY SYNAPSE ASSEMBLY%GOBP%GO:1904891	2		Rejected!	
POSITIVE REGULATION OF CORTISOL BIOSYNTHETIC PROCESS%GOBP%GO:2000066	1		Rejected!	
REGULATION OF CELL FATE COMMITMENT%GOBP%GO:0010453	15		Rejected!	
DADP PHOSPHORYLATION%GOBP%GO:0006174	1		Rejected!	
NEGATIVE REGULATION OF ALKALINE PHOSPHATASE ACTIVITY%GOBP%GO:0010693	2		Rejected!	
PRIMARY MIRNA PROCESSING%GOBP%GO:0031053	10		Rejected!	
REGULATION OF KERATINOCYTE MIGRATION%GOBP%GO:0051547	12		Rejected!	
FARNESYL DIPHOSPHATE BIOSYNTHETIC PROCESS, MEVALONATE PATHWAY%GOBP%GO:0010142	2		Rejected!	
MRNA EXPORT FROM NUCLEUS IN RESPONSE TO HEAT STRESS%GOBP%GO:0031990	2		Rejected!	
REDUCTION OF FOOD INTAKE IN RESPONSE TO DIETARY EXCESS%GOBP%GO:0002023	2		Rejected!	
REGULATION OF TELOMERE MAINTENANCE VIA RECOMBINATION%GOBP%GO:0032207	1		Rejected!	
REGULATION OF COMPLEMENT ACTIVATION%GOBP%GO:0030449	116	28		
NEGATIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2000117	63	48		
CAMP CATABOLIC PROCESS%GOBP%GO:0006198	1		Rejected!	
NUCLEOTIDE-EXCISION REPAIR, PREINCISION COMPLEX STABILIZATION%GOBP%GO:0006293	21	21		
NEGATIVE REGULATION OF SPROUTING OF INJURED AXON%GOBP%GO:0048688	1		Rejected!	
NEGATIVE REGULATION OF AUTOPHAGIC CELL DEATH%GOBP%GO:1904093	2		Rejected!	
INTRACELLULAR DISTRIBUTION OF MITOCHONDRIA%GOBP%GO:0048312	5		Rejected!	
SULFUR OXIDATION%GOBP%GO:0019417	2		Rejected!	
POSITIVE REGULATION OF CHEMOKINE (C-C MOTIF) LIGAND 1 PRODUCTION%GOBP%GO:0071654	1		Rejected!	
CELL COMMUNICATION BY ELECTRICAL COUPLING INVOLVED IN CARDIAC CONDUCTION%GOBP%GO:0086064	17		Rejected!	
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE, SIGNAL SEQUENCE RECOGNITION%GOBP%GO:0006617	2		Rejected!	
NEGATIVE REGULATION OF T CELL MIGRATION%GOBP%GO:2000405	5		Rejected!	
MONOVALENT INORGANIC ANION HOMEOSTASIS%GOBP%GO:0055083	20		Rejected!	
CELLULAR POTASSIUM ION TRANSPORT%GOBP%GO:0071804	139	39		
PHOSPHATIDYLCHOLINE BIOSYNTHETIC PROCESS%GOBP%GO:0006656	33	24		
POSITIVE REGULATION OF CAMP-DEPENDENT PROTEIN KINASE ACTIVITY%GOBP%GO:2000481	5		Rejected!	
HEME B BIOSYNTHETIC PROCESS%GOBP%GO:0006785	1		Rejected!	
NEGATIVE REGULATION OF OVARIAN FOLLICLE DEVELOPMENT%GOBP%GO:2000355	1		Rejected!	
NEGATIVE REGULATION OF BLOOD COAGULATION, INTRINSIC PATHWAY%GOBP%GO:2000267	5		Rejected!	
EMBRYONIC AXIS SPECIFICATION%GOBP%GO:0000578	25		Rejected!	
COLLECTING DUCT DEVELOPMENT%GOBP%GO:0072044	8		Rejected!	
REGULATION OF SPINDLE ORGANIZATION%GOBP%GO:0090224	39	34		
POSITIVE REGULATION OF MESODERM FORMATION%GOBP%GO:1905904	2		Rejected!	
POSITIVE REGULATION OF 3'-UTR-MEDIATED MRNA STABILIZATION%GOBP%GO:1905870	5		Rejected!	
NEGATIVE REGULATION OF INTERLEUKIN-2 PRODUCTION%GOBP%GO:0032703	22		Rejected!	
REGULATION OF THALAMUS SIZE%GOBP%GO:0090067	1		Rejected!	
REGULATION OF EXIT FROM MITOSIS%GOBP%GO:0007096	39	35		
DOPAMINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007212	21		Rejected!	
ENDOCRINE PROCESS%GOBP%GO:0050886	34		Rejected!	
MITOCHONDRIAL RESPIRATORY CHAIN SUPERCOMPLEX ASSEMBLY%GOBP%GO:0097250	10		Rejected!	
ESTABLISHMENT OF MEIOTIC SPINDLE LOCALIZATION%GOBP%GO:0051295	4		Rejected!	
REGULATION OF CHONDROCYTE DEVELOPMENT%GOBP%GO:0061181	3		Rejected!	
BOX C/D SNORNP ASSEMBLY%GOBP%GO:0000492	8		Rejected!	
NEGATIVE STRANDED VIRAL RNA REPLICATION%GOBP%GO:0039689	2		Rejected!	
OLFACTORY NERVE DEVELOPMENT%GOBP%GO:0021553	1		Rejected!	
N-TERMINAL PROTEIN LIPIDATION%GOBP%GO:0006498	4		Rejected!	
POSITIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045070	34	31		
POSITIVE REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:2000353	16		Rejected!	
ASTRAL MICROTUBULE ORGANIZATION%GOBP%GO:0030953	9		Rejected!	
MESENCHYMAL TO EPITHELIAL TRANSITION%GOBP%GO:0060231	11		Rejected!	
RESPONSE TO NICOTINE%GOBP%GO:0035094	16		Rejected!	
FORMALDEHYDE METABOLIC PROCESS%GOBP%GO:0046292	3		Rejected!	
POSITIVE REGULATION OF FATTY ACID METABOLIC PROCESS%GOBP%GO:0045923	30	21		
NEGATIVE REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050777	312	121		
EXTRACELLULAR EXOSOME BIOGENESIS%GOBP%GO:0097734	5		Rejected!	
POSITIVE REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051149	62	39		
REGULATION OF CERAMIDE BIOSYNTHETIC PROCESS%GOBP%GO:2000303	16		Rejected!	
CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0005975	310		Rejected!	
SERTOLI CELL DEVELOPMENT%GOBP%GO:0060009	2		Rejected!	
TRANSLATIONAL READTHROUGH%GOBP%GO:0006451	7		Rejected!	
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS%GOBP%GO:0150178	1		Rejected!	
MICROTUBULE SEVERING%GOBP%GO:0051013	3		Rejected!	
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS%GOBP%GO:0150175	1		Rejected!	
REGULATION OF AMINO ACID TRANSPORT%GOBP%GO:0051955	16		Rejected!	
